                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0
            date  Closing Price
88   01 Sep 2021        1813.28
89   31 Aug 2021        1814.56
90   30 Aug 2021        1810.55
91   27 Aug 2021        1817.93
92   26 Aug 2021        1793.63
93   25 Aug 2021        1791.70
94   24 Aug 2021        1801.96
95   23 Aug 2021        1804.89
96   20 Aug 2021        1781.77
97   19 Aug 2021        1779.04
98   18 Aug 2021        1787.55
99   17 Aug 2021        1786.23
100  16 Aug 2021        1787.59
101  13 Aug 2021        1779.34
102  12 Aug 2021        1753.57
103  11 Aug 2021        1752.37
104  10 Aug 2021        1727.08
105  09 Aug 2021        1731.57
106  06 Aug 2021        1763.69
107  05 Aug 2021        1803.55
108  04 Aug 2021        1811.77
109  03 Aug 2021        1811.20
110  02 Aug 2021        1812.66
111  30 Jul 2021        1813.62
112  29 Jul 2021        1830.33
113  28 Jul 2021        1809.49
114  27 Jul 2021        1800.06
115  26 Jul 2021        1797.74
116  23 Jul 2021        1802.30
117  22 Jul 2021        1807.29
118  21 Jul 2021        1802.71
119  20 Jul 2021        1809.83
120  19 Jul 2021        1811.42
121  16 Jul 2021        1812.36
122  15 Jul 2021        1829.72
123  14 Jul 2021        1826.53
124  13 Jul 2021        1806.09
125  12 Jul 2021        1807.24
126  09 Jul 2021        1808.54
127  08 Jul 2021        1804.06
128  07 Jul 2021        1803.48
129  06 Jul 2021        1795.73
130  05 Jul 2021        1791.45
131  02 Jul 2021        1787.53
132  01 Jul 2021        1775.75
133  30 Jun 2021        1768.26
134  29 Jun 2021        1761.61
135  28 Jun 2021        1778.21
136  25 Jun 2021        1781.29
137  24 Jun 2021        1775.38
138  23 Jun 2021        1777.44
139  22 Jun 2021        1777.64
140  21 Jun 2021        1783.48
141  18 Jun 2021        1764.31
142  17 Jun 2021        1776.72
143  16 Jun 2021        1818.87
144  15 Jun 2021        1857.95
145  14 Jun 2021        1867.32
146  11 Jun 2021        1876.87
147  10 Jun 2021        1898.41
148  09 Jun 2021        1888.78
149  08 Jun 2021        1893.49
150  07 Jun 2021        1898.83
151  04 Jun 2021        1891.24
152  03 Jun 2021        1871.14
153  02 Jun 2021        1907.88
154  01 Jun 2021        1898.92
155  31 May 2021        1908.16
156  28 May 2021        1904.30
157  27 May 2021        1898.01
158  26 May 2021        1896.03
159  25 May 2021        1898.30
160  24 May 2021        1877.50
161  21 May 2021        1881.96
162  20 May 2021        1874.15
163  19 May 2021        1865.61
164  18 May 2021        1870.25
165  17 May 2021        1869.07
166  14 May 2021        1843.91
167  13 May 2021        1825.17
168  12 May 2021        1817.66
169  11 May 2021        1835.64
170  10 May 2021        1835.84
171  07 May 2021        1831.43
172  06 May 2021        1814.86
173  05 May 2021        1785.40
174  04 May 2021        1778.59
175  03 May 2021        1792.68
176  30 Apr 2021        1768.91
177  29 Apr 2021        1773.38
178  28 Apr 2021        1784.09
179  27 Apr 2021        1775.50
180  26 Apr 2021        1780.14
181  23 Apr 2021        1777.11
182  22 Apr 2021        1783.23
183  21 Apr 2021        1793.71
184  20 Apr 2021        1776.69
185  19 Apr 2021        1772.31
186  16 Apr 2021        1777.29
187  15 Apr 2021        1763.95
188  14 Apr 2021        1736.65
189  13 Apr 2021        1746.64
190  12 Apr 2021        1732.13
191  09 Apr 2021        1744.20
192  08 Apr 2021        1754.32
193  07 Apr 2021        1736.97
194  06 Apr 2021        1743.45
195  05 Apr 2021        1729.42
196  02 Apr 2021        1730.59
197  01 Apr 2021        1730.47
198  31 Mar 2021        1707.50
199  30 Mar 2021        1685.57
200  29 Mar 2021        1712.04
201  26 Mar 2021        1732.63
202  25 Mar 2021        1727.61
203  24 Mar 2021        1734.58
204  23 Mar 2021        1727.21
205  22 Mar 2021        1739.57
206  19 Mar 2021        1745.31
207  18 Mar 2021        1735.72
208  17 Mar 2021        1748.62
209  16 Mar 2021        1731.75
210  15 Mar 2021        1730.70
211  12 Mar 2021        1727.11
212  11 Mar 2021        1722.80
213  10 Mar 2021        1726.78
214  09 Mar 2021        1715.85
215  08 Mar 2021        1684.71
216  05 Mar 2021        1701.06
217  04 Mar 2021        1694.46
218  03 Mar 2021        1710.53
219  02 Mar 2021        1736.76
220  01 Mar 2021        1724.58
221  26 Feb 2021        1734.78
222  25 Feb 2021        1770.69
223  24 Feb 2021        1803.10
224  23 Feb 2021        1805.99
225  22 Feb 2021        1810.67
226  19 Feb 2021        1784.28
227  18 Feb 2021        1771.52
228  17 Feb 2021        1778.27
229  16 Feb 2021        1788.48
230  15 Feb 2021        1818.73
231  12 Feb 2021        1824.77
232  11 Feb 2021        1826.82
233  10 Feb 2021        1842.08
234  09 Feb 2021        1836.25
235  08 Feb 2021        1830.61
236  05 Feb 2021        1814.25
237  04 Feb 2021        1795.54
238  03 Feb 2021        1834.36
239  02 Feb 2021        1836.48
240  01 Feb 2021        1857.36
241  29 Jan 2021        1844.13
242  28 Jan 2021        1844.00
243  27 Jan 2021        1839.75
244  26 Jan 2021        1851.36
245  25 Jan 2021        1855.55
246  22 Jan 2021        1856.06
247  21 Jan 2021        1869.70
248  20 Jan 2021        1870.02
249  19 Jan 2021        1841.07
250  18 Jan 2021        1837.31
251  15 Jan 2021        1827.63
252  14 Jan 2021        1847.22
253  13 Jan 2021        1848.20
254  12 Jan 2021        1858.60
255  11 Jan 2021        1847.34
256  08 Jan 2021        1849.15
257  07 Jan 2021        1916.69
258  06 Jan 2021        1924.34
259  05 Jan 2021        1950.40
260  04 Jan 2021        1941.85
